,Name,Gender
1397,هلاب,Male
1398,هماس,Male
1399,همام,Male
1400,هواس,Male
1401,هوام,Male
1402,هيصر,Male
1403,هيصم,Male
1404,هيمان,Male
1405,وابل,Male
1406,واجد,Male
1407,وادع,Male
1408,وارع,Male
1409,وارف,Male
1410,واكف,Male
1411,وجيه,Male
1412,ورد,Male
1413,وردان,Male
1414,وسيم,Male
1415,وليف,Male
1416,يافع,Male
1417,يامن,Male
1418,يانع,Male
1419,يحيى,Male
1420,يقظان,Male
1421,يمان,Male
1422,ينيع,Male
1423,?????,
1424,?????,
0,آداب,Female
1,آسية,Female
2,آلاء,Female
3,آمال,Female
4,الآيات,Female
5,إباء,Female
6,إبتكار,Female
7,إبتهال,Female
8,إتفاق,Female
9,إجلال,Female
10,إحتفاظ,Female
11,إخلاص,Female
12,إدراك,Female
13,أذينة,Female
14,أرب,Female
15,أرزة,Female
16,ارتياد,Female
17,أرواح,Female
18,أزاهير,Female
19,أزهار,Female
20,أسرار,Female
21,أسما,Female
22,أسوة,Female
23,أشواق,Female
24,اصطلاح,Female
25,أصيلة,Female
26,أضواء,Female
27,اعتماد,Female
28,إعجاز,Female
29,أعناب,Female
30,إغراء,Female
31,إفتخار,Female
32,أفراح,Female
33,أفكار,Female
34,إقبال,Female
35,إكتمال,Female
36,ألى,Female
37,ألغاز,Female
38,أماثل,Female
39,إمامة,Female
40,أماني,Female
41,إمتلاك,Female
42,أمل,Female
43,أمنية,Female
44,أميرة,Female
45,أمنية,Female
46,انتصار,Female
47,انسجام,Female
48,إنصاف,Female
49,إنعام,Female
50,أنهار,Female
51,أنوف,Female
52,اهتمام,Female
53,إيمان,Female
54,آسة,Female
55,آصال,Female
56,آمال,Female
57,آمنة,Female
58,آية,Female
59,إبتسام,Female
60,إبتهاج,Female
61,أبية,Female
62,إجتهاد,Female
63,إحتشام,Female
64,أحلام,Female
65,أدب,Female
66,أدبية,Female
67,إرادة,Female
68,إرتقاء,Female
69,إرتداء,Female
70,أريبة,Female
71,إزار,Female
72,ازدهار,Female
73,إسراء,Female
74,أسمى,Female
75,أسمهان,Female
76,إشراف,Female
77,أصالة,Female
78,إصلاح,Female
79,أضاليا,Female
80,اعتدال,Female
81,اعتقاد,Female
82,إعزاز,Female
83,إغاثة,Female
84,إفتتان,Female
85,إفتكار,Female
86,إفضال,Female
87,أفنان,Female
88,إقتدار,Female
89,إكرام,Female
90,الطاف,Female
91,أُلفت,Female
92,أمارة,Female
93,أمان,Female
94,امتثال,Female
95,إمتنان,Female
96,أملي,Female
97,أمواج,Female
98,أميمة,Female
99,أميّة,Female
100,انتصاف,Female
101,انشراح,Female
102,إنطلاق,Female
103,أنماء,Female
104,أنوار,Female
105,أنيسة,Female
106,أوراد,Female
107,إيناس,Female
108,اداب,Female
109,اسية,Female
110,الاء,Female
111,امال,Female
112,الآيات,Female
113,اباء,Female
114,ابتكار,Female
115,ابتهال,Female
116,اتفاق,Female
117,اجلال,Female
118,احتفاظ,Female
119,اخلاص,Female
120,ادراك,Female
121,اذينة,Female
122,ارب,Female
123,ارزة,Female
124,ارتياد,Female
125,ارواح,Female
126,ازاهير,Female
127,ازهار,Female
128,اسرار,Female
129,اسما,Female
130,اسوة,Female
131,اشواق,Female
132,اصطلاح,Female
133,اصيلة,Female
134,اضواء,Female
135,اعتماد,Female
136,اعجاز,Female
137,اعناب,Female
138,اغراء,Female
139,افتخار,Female
140,افراح,Female
141,افكار,Female
142,اقبال,Female
143,اكتمال,Female
144,الى,Female
145,الغاز,Female
146,اماثل,Female
147,امامة,Female
148,اماني,Female
149,امتلاك,Female
150,امل,Female
151,امنية,Female
152,اميرة,Female
153,امنية,Female
154,انتصار,Female
155,انسجام,Female
156,انصاف,Female
157,انعام,Female
158,انهار,Female
159,انوف,Female
160,اهتمام,Female
161,ايمان,Female
162,اسة,Female
163,اصال,Female
164,امال,Female
165,امنة,Female
166,اية,Female
167,ابتسام,Female
168,ابتهاج,Female
169,ابية,Female
170,اجتهاد,Female
171,احتشام,Female
172,احلام,Female
173,ادب,Female
174,ادبية,Female
175,ارادة,Female
176,ارتقاء,Female
177,ارتداء,Female
178,اريبة,Female
179,ازار,Female
180,ازدهار,Female
181,اسراء,Female
182,اسمى,Female
183,اسمهان,Female
184,اشراف,Female
185,اصالة,Female
186,اصلاح,Female
187,اضاليا,Female
188,اعتدال,Female
189,اعتقاد,Female
190,اعزاز,Female
191,اغاثة,Female
192,افتتان,Female
193,افتكار,Female
194,افضال,Female
195,افنان,Female
196,اقتدار,Female
197,اكرام,Female
198,الطاف,Female
199,اُلفت,Female
200,امارة,Female
201,امان,Female
202,امتثال,Female
203,امتنان,Female
204,املي,Female
205,امواج,Female
206,اميمة,Female
207,اميّة,Female
208,انتصاف,Female
209,انشراح,Female
210,انطلاق,Female
211,انماء,Female
212,انوار,Female
213,انيسة,Female
214,اوراد,Female
215,ايناس,Female
216,بادية,Female
217,باذلة,Female
218,بارقة,Female
219,بازخة,Female
220,باسطة,Female
221,باسلة,Female
222,بانية,Female
223,بتول,Female
224,بثينة,Female
225,بجاء,Female
226,بحبوحة,Female
227,بحيرة,Female
228,بداعة,Female
229,بدر,Female
230,بدرة,Female
231,بداعة,Female
232,بدوية,Female
233,بديهة,Female
234,برزاخ,Female
235,براقة,Female
236,برشاء,Female
237,بَرَكَة,Female
238,برهة,Female
239,برلنتي,Female
240,بريئة,Female
241,بريهة,Female
242,بسّامة,Female
243,بسمة,Female
244,بشاشة,Female
245,بشوش,Female
246,بشيرة,Female
247,بعثية,Female
248,بغية,Female
249,بقية,Female
250,بلال,Female
251,بلقيس,Female
252,بنانة,Female
253,بهار,Female
254,بهان,Female
255,بهيجة,Female
256,بوران,Female
257,بيداء,Female
258,بيّنة,Female
259,باحثة,Female
260,باذخة,Female
261,بارعة,Female
262,بارهة,Female
263,بازغة,Female
264,باسقة,Female
265,باسمة,Female
266,باهرة,Female
267,بتلاء,Female
268,بثينة,Female
269,بجيلة,Female
270,بحرة,Female
271,بدائع,Female
272,بداهة,Female
273,الدجى,Female
274,بدرية,Female
275,بدور,Female
276,بديعة,Female
277,براءة,Female
278,براعة,Female
279,بردة,Female
280,برزة,Female
281,بِركة,Female
282,برة,Female
283,برواز,Female
284,بريكة,Female
285,بزيعة,Female
286,بسماء,Female
287,بسوس,Female
288,بشرى,Female
289,بشرى,Female
290,بصيرة,Female
291,بغام,Female
292,بقاء,Female
293,بلاغت,Female
294,بلبلة,Female
295,بليغة,Female
296,بنفسج,Female
297,بهاجت,Female
298,بهجة,Female
299,بهية,Female
300,بيان,Female
301,بيسان,Female
302,تالدة,Female
303,تاله,Female
304,تامّة,Female
305,تبيان,Female
306,تحبب,Female
307,تحييد,Female
308,تذكار,Female
309,ترجمانة,Female
310,تسامح,Female
311,تشريف,Female
312,تغريد,Female
313,تفضيل,Female
314,تقاء,Female
315,تلال,Female
316,تلة,Female
317,تليدة,Female
318,تماضر,Female
319,تمرة,Female
320,تنسيم,Female
321,تهاني,Female
322,تهيئة,Female
323,توتة,Female
324,تودد,Female
325,توفيقة,Female
326,تيماء,Female
327,تاجية,Female
328,تامرة,Female
329,تبر,Female
330,تجويد,Female
331,تحفة,Female
332,تحية,Female
333,ترتيل,Female
334,ترف,Female
335,تسنيم,Female
336,تعطف,Female
337,تفاحة,Female
338,تفيدة,Female
339,تقية,Female
340,تلطيف,Female
341,تلجة,Female
342,تمارة,Female
343,تمام,Female
344,تميمة,Female
345,تهامة,Female
346,تهنيد,Female
347,توبة,Female
348,توحيدة,Female
349,توسل,Female
350,تيجان,Female
351,ثابرة,Female
352,ثبات,Female
353,ثراء,Female
354,ثرا,Female
355,ثقة,Female
356,ثمراء,Female
357,ثمرة,Female
358,ثمية,Female
359,ثواب,Female
360,ثولة,Female
361,ثابتة,Female
362,ثائرة,Female
363,ثباتة,Female
364,ثرمدة,Female
365,ثقاف,Female
366,ثمار,Female
367,ثمرات,Female
368,ثمينة,Female
369,ثناء,Female
370,ثوبية,Female
371,ثومة,Female
372,جابرة,Female
373,جازية,Female
374,جاسرة,Female
375,جامعة,Female
376,جداول,Female
377,جدول,Female
378,جذوة,Female
379,جرأة,Female
380,جريئة,Female
381,جفنة,Female
382,جلالة,Female
383,جليلة,Female
384,جمالات,Female
385,جمانة,Female
386,جملات,Female
387,جنات,Female
388,جهاد,Female
389,جهيدي,Female
390,جهينة,Female
391,جهيزة,Female
392,جواهر,Female
393,جودة,Female
394,جوزاء,Female
395,جوزة,Female
396,جويرية,Female
397,جيداء,Female
398,جيلان,Female
399,جائزة,Female
400,جاذبة,Female
401,جازمة,Female
402,جاسمة,Female
403,جاهدة,Female
404,جدوى,Female
405,جذابة,Female
406,جراءة,Female
407,جرداء,Female
408,جزيلة,Female
409,جلاء,Female
410,جلنار,Female
411,جمال,Female
412,جمان,Female
413,جمرة,Female
414,جميلة,Female
415,جنان,Female
416,جهام,Female
417,جهيدة,Female
418,جهيرة,Female
419,جوائز,Female
420,جوداء,Female
421,جورية,Female
422,جوزات,Female
423,جوهرة,Female
424,جياد,Female
425,جيدا,Female
426,جيهان,Female
427,حادبة,Female
428,حازمة,Female
429,حاشدة,Female
430,حاضرة,Female
431,حافظة,Female
432,جالمة,Female
433,حبابة,Female
434,حبور,Female
435,حجلى,Female
436,حُسن,Female
437,حسناء,Female
438,حسينة,Female
439,حشماء,Female
440,حشود,Female
441,حصانة,Female
442,حصيفة,Female
443,حظوظ,Female
444,حفصة,Female
445,حفية,Female
446,حكاية,Female
447,حلا,Female
448,حلاوة,Female
449,حلوم,Female
450,حليمة,Female
451,حمامة,Female
452,حميدة,Female
453,حمية,Female
454,حنوف,Female
455,حنيفة,Female
456,حورية,Female
457,حياة,Female
458,حاتمة,Female
459,حادية,Female
460,حاسبة,Female
461,حاصنة,Female
462,حاضنة,Female
463,حاكمة,Female
464,حامدة,Female
465,حبقة,Female
466,حبيبة,Female
467,حدبا,Female
468,حسنى,Female
469,حسنة,Female
470,حسيبة,Female
471,حشمة,Female
472,حَصان,Female
473,حصة,Female
474,حصينة,Female
475,حفانة,Female
476,حفيظة,Female
477,حكايات,Female
478,حكيمة,Female
479,حلال,Female
480,حليمة,Female
481,حلو,Female
482,حليلة,Female
483,حمدة,Female
484,حميمة,Female
485,حنان,Female
486,حُنون,Female
487,حنية,Female
488,حياء,Female
489,حياتي,Female
490,خازمة,Female
491,خاشعة,Female
492,خاضعة,Female
493,خالدية,Female
494,خبيرة,Female
495,خجول,Female
496,خديجة,Female
497,خزانة,Female
498,خزيمي,Female
499,خصيبة,Female
500,خضرا,Female
501,خفر,Female
502,خلابة,Female
503,خليلة,Female
504,خمر,Female
505,خنساء,Female
506,خوخة,Female
507,خيار,Female
508,خيرة,Female
509,خيزران,Female
510,خاتمة,Female
511,خازنة,Female
512,خاشية,Female
513,خاطرة,Female
514,خالصة,Female
515,ختام,Female
516,خدوج,Female
517,خزامى,Female
518,خزنة,Female
519,خصاب,Female
520,خضاب,Female
521,خضرة,Female
522,خفيرة,Female
523,خلود,Female
524,خمائل,Female
525,خميلة,Female
526,خواطر,Female
527,خولة,Female
528,خيرات,Female
529,خيرية,Female
530,داجنة,Female
531,جارية,Female
532,دافئة,Female
533,دامالسرور,Female
534,دامالعز,Female
535,دانية,Female
536,دجى,Female
537,درداء,Female
538,درماء,Female
539,درر,Female
540,دعابة,Female
541,دعد,Female
542,دقيقة,Female
543,دلع,Female
544,دليلة,Female
545,دمية,Female
546,دنيا,Female
547,دؤوب,Female
548,دولت,Female
549,ديمة,Female
550,دائبة,Female
551,دارجة,Female
552,داعية,Female
553,دافعة,Female
554,دامالهنا,Female
555,دثار,Female
556,دجانة,Female
557,درقاء,Female
558,درة,Female
559,درية,Female
560,دعجاء,Female
561,دفاع,Female
562,دلاعة,Female
563,دلوعة,Female
564,دمثاء,Female
565,دنانير,Female
566,دُهيما,Female
567,دوحة,Female
568,ديانة,Female
569,دينة,Female
570,ذائعة,Female
571,ذاخرة,Female
572,ذاكية,Female
573,ذراع,Female
574,ذُكاء,Female
575,ذكرى,Female
576,ذلفا,Female
577,ذمة,Female
578,ذائدة,Female
579,ذائعة,Female
580,ذاكرة,Female
581,ذرى,Female
582,ذروة,Female
583,ذَكاء,Female
584,ذكية,Female
585,ذمام,Female
586,ذهنية,Female
587,رائدة,Female
588,رائعة,Female
589,رابعة,Female
590,راتبة,Female
591,راجحة,Female
592,راحبة,Female
593,رادة,Female
594,رادفة,Female
595,رازنة,Female
596,راسخة,Female
597,راشدة,Female
598,راعية,Female
599,راغدة,Female
600,رافعة,Female
601,رافعة,Female
602,رامزة,Female
603,رانية,Female
604,راوية,Female
605,راية,Female
606,رباب,Female
607,ربحية,Female
608,ربعة,Female
609,رتيبة,Female
610,رحاب,Female
611,رحمة,Female
612,رُخاء,Female
613,رخيمة,Female
614,رُدينة,Female
615,رزان,Female
616,رسمية,Female
617,رشا,Female
618,رشدية,Female
619,رشيقة,Female
620,رصينة,Female
621,رضاب,Female
622,رُطب,Female
623,رعاية,Female
624,رغباء,Female
625,رغداء,Female
626,رغيدة,Female
627,رفاه,Female
628,رفعة,Female
629,رفيقة,Female
630,رُلى,Female
631,رمثة,Female
632,رمزية,Female
633,رمضاء,Female
634,رنيم,Female
635,رهان,Female
636,رهيفة,Female
637,رِوى,Female
638,رواية,Female
639,روضة,Female
640,رويدا,Female
641,روية,Female
642,رياض,Female
643,ريحانة,Female
644,ريعة,Female
645,ريما,Female
646,ريا,Female
647,رية,Female
648,رؤى,Female
649,رئال,Female
650,رابحة,Female
651,رابية,Female
652,راتعة,Female
653,راجية,Female
654,راحمة,Female
655,رادعة,Female
656,رازقية,Female
657,رازية,Female
658,راسمة,Female
659,راضية,Female
660,راغبة,Female
661,رافدة,Female
662,رافلة,Female
663,راقية,Female
664,رامشة,Female
665,راهبة,Female
666,رايات,Female
667,رُبى,Female
668,رُبانة,Female
669,رباء,Female
670,ربيعة,Female
671,رجاء,Female
672,رحبة,Female
673,رحيمة,Female
674,رَخاء,Female
675,رداح,Female
676,رذاذ,Female
677,رسالة,Female
678,رسيمة,Female
679,رشدة,Female
680,رشيدة,Female
681,رصان,Female
682,رضا,Female
683,رضية,Female
684,رطيبة,Female
685,رغاب,Female
686,رغبة,Female
687,رغدة,Female
688,رفا,Female
689,رفيدة,Female
690,رفيعة,Female
691,رقيقة,Female
692,رمانة,Female
693,رمزة,Female
694,رنا,Female
695,رندة,Female
696,رهاب,Female
697,رهوة,Female
698,رُهيفة,Female
699,رواء,Female
700,رؤبة,Female
701,روعة,Female
702,رؤوم,Female
703,ريادة,Female
704,ريحان,Female
705,رَيدة,Female
706,ريم,Female
707,رَينة,Female
708,ريانة,Female
709,زاهرة,Female
710,زاهية,Female
711,زبرجد,Female
712,زرافة,Female
713,زغاريد,Female
714,زكية,Female
715,زُلفى,Female
716,زلوف,Female
717,زمرد,Female
718,زمزم,Female
719,زنبقة,Female
720,زَها,Female
721,زَهادة,Female
722,زهدية,Female
723,زهر,Female
724,زهرى,Female
725,زهيدة,Female
726,زهية,Female
727,زينب,Female
728,زينة,Female
729,زيان,Female
730,زاهدة,Female
731,زاهلة,Female
732,زَبّاء,Female
733,زبيدة,Female
734,زعيمة,Female
735,زكاء,Female
736,زلخا,Female
737,زلما,Female
738,زليخة,Female
739,زمردة,Female
740,زئبق,Female
741,زنوبيا,Female
742,زُها,Female
743,زهدانة,Female
744,زهراء,Female
745,الهوى,Female
746,زهور,Female
747,زُهيرة,Female
748,زيزفونة,Female
749,زينات,Female
750,زيان,Female
751,سابغة,Female
752,ساجدة,Female
753,ساحرة,Female
754,سارة,Female
755,ساعدة,Female
756,سافرة,Female
757,سالفة,Female
758,سالية,Female
759,سامرة,Female
760,سامية,Female
761,سبى,Female
762,سجوا,Female
763,سحاب,Female
764,سَحَر,Female
765,سخاء,Female
766,سَدى,Female
767,سريرة,Female
768,سِريَّة,Female
769,سعادات,Female
770,سعيدة,Female
771,سكر,Female
772,سُكَّرة,Female
773,سكينة,Female
774,سُلافة,Female
775,سلطانة,Female
776,سلّامة,Female
777,سلوى,Female
778,سَلوة,Female
779,سليمة,Female
780,سماح,Female
781,سمحة,Female
782,سميحة,Female
783,سميعة,Female
784,سُميّة,Female
785,سُميا,Female
786,سنا,Female
787,سناء,Female
788,سُهاد,Female
789,سُهيرة,Female
790,سُوسان,Female
791,سيسبان,Female
792,سيفانة,Female
793,سابقة,Female
794,ساترة,Female
795,ساجية,Female
796,ساحقة,Female
797,ساطعة,Female
798,ساعفة,Female
799,ساقية,Female
800,سالمة,Female
801,سامحة,Female
802,سامعة,Female
803,سانحة,Female
804,سجايا,Female
805,سجية,Female
806,سحابة,Female
807,سحيرة,Female
808,سخية,Female
809,سروة,Female
810,سريعة,Female
811,سعاد,Female
812,سَعفة,Female
813,سفارج,Female
814,سُكر,Female
815,سُكّرية,Female
816,سلافى,Female
817,سلامة,Female
818,سُلفة,Female
819,سلمى,Female
820,سلوانة,Female
821,سُليمى,Female
822,سما,Female
823,سماهر,Female
824,سَمَر,Female
825,سميرة,Female
826,سُميا,Female
827,سنى,Female
828,سهى,Female
829,سُهَير,Female
830,سُهيلة,Female
831,سَوسن,Female
832,سيسبانة,Female
833,سيماء,Female
834,شادية,Female
835,شارحة,Female
836,شافية,Female
837,شامخة,Female
838,شاهدة,Female
839,شاهقة,Female
840,شبك,Female
841,شدا,Female
842,شِراع,Female
843,شُرف,Female
844,شريفة,Female
845,شعلة,Female
846,شِفا,Female
847,شفيعة,Female
848,شكرانة,Female
849,شكيمة,Female
850,شماء,Female
851,شمردل,Female
852,شمسة,Female
853,شمِول,Female
854,شهامة,Female
855,شهدة,Female
856,شهيدة,Female
857,شهلا,Female
858,شهيمة,Female
859,شوقية,Female
860,شيماء,Female
861,شادن,Female
862,شاذية,Female
863,شارفة,Female
864,شاكرة,Female
865,شاملة,Female
866,شاهرة,Female
867,شبا,Female
868,شجية,Female
869,شذا,Female
870,شَرف,Female
871,شريعة,Female
872,شعاع,Female
873,شغلى,Female
874,شفعة,Female
875,شكران,Female
876,شكرية,Female
877,شلبية,Female
878,شمائل,Female
879,شمس,Female
880,شمعة,Female
881,شِهادة,Female
882,شهبا,Female
883,شَهربة,Female
884,شهيرة,Female
885,شهية,Female
886,شوق,Female
887,شيحة,Female
888,صائمة,Female
889,صابرة,Female
890,صاعدة,Female
891,صالحة,Female
892,صَبَا,Female
893,صبح,Female
894,صباحة,Female
895,صبحا,Female
896,صبرية,Female
897,صبور,Female
898,صحا,Female
899,صدوق,Female
900,صديقة,Female
901,صفا,Female
902,صفية,Female
903,صوى,Female
904,صيران,Female
905,صائبة,Female
906,صابحة,Female
907,صادقة,Female
908,صافية,Female
909,صبا,Female
910,صِبا,Female
911,صباح,Female
912,صبحَى,Female
913,صبحية,Female
914,صبوح,Female
915,صبيحة,Female
916,صحوة,Female
917,صديقة,Female
918,صراط,Female
919,صفوة,Female
920,صهبا,Female
921,صولة,Female
922,ضارعة,Female
923,ضامنة,Female
924,ضُحى,Female
925,ضحوك,Female
926,ضميمة,Female
927,ضيفة,Female
928,ضاحكة,Female
929,ضامرة,Female
930,ضاوية,Female
931,ضحوة,Female
932,ضرام,Female
933,ضياء,Female
934,طافية,Female
935,طامحة,Female
936,طرفاء,Female
937,طريفة,Female
938,طلى,Female
939,طلاب,Female
940,طلحة,Female
941,طهور,Female
942,طيوب,Female
943,طائعة,Female
944,طالبة,Female
945,طاهرة,Female
946,طروب,Female
947,طفلة,Female
948,طلا,Female
949,طلاوة,Female
950,طليحة,Female
951,طيبة,Female
952,ظاعنة,Female
953,ظبى,Female
954,ظبية,Female
955,ظُروف,Female
956,ظعينة,Female
957,ظفر,Female
958,ظلال,Female
959,ظهرية,Female
960,ظهيرة,Female
961,ظافرة,Female
962,ظاهرة,Female
963,ظَبا,Female
964,ظروف,Female
965,ظريفة,Female
966,ظِفار,Female
967,ظفرة,Female
968,ظليلة,Female
969,ظهور,Female
970,ظواهر,Female
971,عائشة,Female
972,عابرة,Female
973,عارفة,Female
974,عاطرة,Female
975,عاقلة,Female
976,عالمة,Female
977,عامرة,Female
978,عاهدة,Female
979,عبلا,Female
980,عبيدة,Female
981,عتاب,Female
982,عَدلية,Female
983,عديلة,Female
984,عرنة,Female
985,عروبة,Female
986,عرينة,Female
987,عزة,Female
988,عزمات,Female
989,عزيزة,Female
990,عصافير,Female
991,عصمة,Female
992,عطايا,Female
993,عطفة,Female
994,عطوف,Female
995,عطيَّة,Female
996,عفاف,Female
997,عفراء,Female
998,علالة,Female
999,علاّمة,Female
1000,علياء,Female
1001,علية,Female
1002,عمشا,Female
1003,عمرة,Female
1004,عِناس,Female
1005,عنبرة,Female
1006,عناية,Female
1007,عندلة,Female
1008,عنم,Female
1009,عُنابة,Female
1010,عنوة,Female
1011,عواطف,Female
1012,عين,Female
1013,عيناليقين,Female
1014,عَيوف,Female
1015,عائدة,Female
1016,عابدة,Female
1017,عاتكة,Female
1018,عاصمة,Female
1019,عاطفة,Female
1020,عاكنة,Female
1021,عالية,Female
1022,عاملة,Female
1023,عُبرة,Female
1024,عبلة,Female
1025,عبير,Female
1026,عدلة,Female
1027,عدوة,Female
1028,عذبة,Female
1029,عروب,Female
1030,عروبة,Female
1031,عروة,Female
1032,عُزّى,Female
1033,عِزة,Female
1034,عزمة,Female
1035,عشيرة,Female
1036,عصفورة,Female
1037,عطاف,Female
1038,عطرية,Female
1039,عطوة,Female
1040,عطيات,Female
1041,عفا,Female
1042,عقيلة,Female
1043,علامة,Female
1044,علوة,Female
1045,عليا,Female
1046,عمامة,Female
1047,عمشة,Female
1048,عنادل,Female
1049,عَنبر,Female
1050,عنايات,Female
1051,عِنَب,Female
1052,عندليب,Female
1053,عُناب,Female
1054,عنيزة,Female
1055,عهد,Female
1056,عهود,Female
1057,عيشة,Female
1058,الحياة,Female
1059,عَيوش,Female
1060,عيينة,Female
1061,غارسة,Female
1062,غالبة,Female
1063,غانية,Female
1064,غِرار,Female
1065,غرام,Female
1066,غرسة,Female
1067,غزل,Female
1068,عزوة,Female
1069,غفران,Female
1070,غلامة,Female
1071,غلواء,Female
1072,غناء,Female
1073,غُنوة,Female
1074,غنية,Female
1075,غيثاء,Female
1076,غيد,Female
1077,غيسانة,Female
1078,غادة,Female
1079,غازية,Female
1080,غالية,Female
1081,غاية,Female
1082,غراس,Female
1083,غرة,Female
1084,غزالة,Female
1085,غزلان,Female
1086,غطْفا,Female
1087,غلا,Female
1088,غلفا,Female
1089,غنى,Female
1090,غندورة,Female
1091,غنيمة,Female
1092,غورة,Female
1093,غياثة,Female
1094,غيداء,Female
1095,فؤادي,Female
1096,فائقة,Female
1097,فاتن,Female
1098,فاخرة,Female
1099,فارزة,Female
1100,فارهة,Female
1101,فاطمة,Female
1102,فاكهة,Female
1103,فاهمة,Female
1104,فايدة,Female
1105,فتاحة,Female
1106,فتنة,Female
1107,فتية,Female
1108,فخار,Female
1109,فخرية,Female
1110,فدوى,Female
1111,فراست,Female
1112,فرح,Female
1113,فَرْحانة,Female
1114,فردوس,Female
1115,فريال,Female
1116,فريدة,Female
1117,فريعة,Female
1118,فصيحة,Female
1119,فِضَّة,Female
1120,فطانة,Female
1121,فطنة,Female
1122,فطيمة,Female
1123,فكرة,Female
1124,فَلَك,Female
1125,فلفلة,Female
1126,فنن,Female
1127,فهيمة,Female
1128,فوزة,Female
1129,فوقية,Female
1130,فيَّادة,Female
1131,فائدة,Female
1132,فائزة,Female
1133,فاتكة,Female
1134,فاتنة,Female
1135,فادية,Female
1136,فارعة,Female
1137,فاضلة,Female
1138,فاطم,Female
1139,فالحة,Female
1140,فايقة,Female
1141,فتاة,Female
1142,فَتْحية,Female
1143,فتنات,Female
1144,فجر,Female
1145,فخامت,Female
1146,فدى,Female
1147,فُرات,Female
1148,فُرجة,Female
1149,فَرْحى,Female
1150,فرحة,Female
1151,فَرَّاجة,Female
1152,فريحة,Female
1153,فريزة,Female
1154,فصاحة,Female
1155,فضالة,Female
1156,فضيلة,Female
1157,فطمة,Female
1158,فطوم,Female
1159,فطينة,Female
1160,فِكرية,Female
1161,فُلة,Female
1162,فَلَك,Female
1163,فهدة,Female
1164,فوز,Female
1165,فوزية,Female
1166,فيروز,Female
1167,قابلة,Female
1168,قادرة,Female
1169,قانتة,Female
1170,قدسية,Female
1171,قريرة,Female
1172,قسيمة,Female
1173,قطام,Female
1174,قمر,Female
1175,فائدة,Female
1176,قادرة,Female
1177,قادرية,Female
1178,قبساء,Female
1179,قدوة,Female
1180,قِسمة,Female
1181,قطاف,Female
1182,قطيفة,Female
1183,قُمْريّة,Female
1184,كائنة,Female
1185,كاتمة,Female
1186,كاظمة,Female
1187,كاملة,Female
1188,كتمان,Female
1189,كتماء,Female
1190,كرام,Female
1191,كرم,Female
1192,كردان,Female
1193,كفا,Female
1194,كلثوم,Female
1195,كناري,Female
1196,كُهيلة,Female
1197,كوثر,Female
1198,كيان,Female
1199,كاتبة,Female
1200,كاسبة,Female
1201,كافلة,Female
1202,كامية,Female
1203,كتوم,Female
1204,كحيلا,Female
1205,كرامة,Female
1206,كرمة,Female
1207,كريمة,Female
1208,كفاح,Female
1209,كنار,Female
1210,كنانة,Female
1211,كواكب,Female
1212,كوكب,Female
1213,لائمة,Female
1214,لامة,Female
1215,لُباب,Female
1216,لبلبة,Female
1217,لبوة,Female
1218,لحظة,Female
1219,لطائف,Female
1220,لطوف,Female
1221,لطيفة,Female
1222,لمحة,Female
1223,لمعان,Female
1224,لميا,Female
1225,لميس,Female
1226,لِوا,Female
1227,لوزات,Female
1228,لوعة,Female
1229,لونة,Female
1230,لويزة,Female
1231,ليسا,Female
1232,لينة,Female
1233,لآلئ,Female
1234,لابة,Female
1235,لامعة,Female
1236,لُبانة,Female
1237,لبنى,Female
1238,لبيبة,Female
1239,لذيذة,Female
1240,لطافة,Female
1241,لُطفية,Female
1242,لمى,Female
1243,لمسة,Female
1244,لمعة,Female
1245,لمياء,Female
1246,لنا,Female
1247,لواحظ,Female
1248,لوزة,Female
1249,لؤلؤة,Female
1250,لوامة,Female
1251,ليثاء,Female
1252,ليلى,Female
1253,ليا,Female
1254,مآثر,Female
1255,مأثورة,Female
1256,مادحة,Female
1257,مازية,Female
1258,ماضية,Female
1259,مأمونة,Female
1260,ماهرة,Female
1261,مثال,Female
1262,مبرة,Female
1263,مجتبى,Female
1264,محبوبة,Female
1265,محسنة,Female
1266,محمودة,Female
1267,مخلصة,Female
1268,مرادة,Female
1269,مرادى,Female
1270,مرجانة,Female
1271,مرحى,Female
1272,مرانة,Female
1273,مرح,Female
1274,مرشدة,Female
1275,مرفت,Female
1276,مرنان,Female
1277,مروءة,Female
1278,مريم,Female
1279,مزدهى,Female
1280,مزيدة,Female
1281,مزية,Female
1282,مستنار,Female
1283,مُسيّرة,Female
1284,مسرورة,Female
1285,مسيْكة,Female
1286,مشكاة,Female
1287,مشمشة,Female
1288,مضيئة,Female
1289,مطيعة,Female
1290,معاني,Female
1291,مُعَزّز,Female
1292,مُعينة,Female
1293,مفضلة,Female
1294,مفيدة,Female
1295,مقبولة,Female
1296,مقُدَّسة,Female
1297,مكارم,Female
1298,مكية,Female
1299,مَلاذ,Female
1300,ملاك,Female
1301,ملك,Female
1302,مليحة,Female
1303,ممتازة,Female
1304,مميز,Female
1305,منار,Female
1306,مناف,Female
1307,منتزه,Female
1308,منشدة,Female
1309,منصورة,Female
1310,منهج,Female
1311,منيعة,Female
1312,منيفة,Female
1313,مهجة,Female
1314,مهيبة,Female
1315,موافية,Female
1316,مودة,Female
1317,موهبة,Female
1318,مي,Female
1319,ميالة,Female
1320,مياسة,Female
1321,ميّة,Female
1322,ميسر,Female
1323,ميسون,Female
1324,مائسة,Female
